web_scraper_order,web_scraper_start_url,nom,prix,adresse,urls_images
"1767042573-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur à manteau","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1767042573-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain Andalou","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg"
"1767042573-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg"
"1767042573-132","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Texan","80 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg"
"1767042573-133","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Mondain","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg"
"1767042573-134","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Œufs à couver","12 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg"
"1767042573-135","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple  Brahma Herminé standard","80 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg"
"1767042573-136","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg"
"1767042573-137","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624925_uploaded_image1_1709567352.jpg"
"1767042573-138","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon King","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624920_uploaded_image1_1709567189.jpg"
"1767042573-139","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg"
"1767042573-140","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg"
"1767042573-141","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur Manteau Opale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4621197_uploaded_image1_1709366454.jpg"
"1767042573-142","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin oie","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg"
"1767042573-143","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chairs","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg"
"1767042573-144","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahman bleu Lemon","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg"
"1767042573-145","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4612083_uploaded_image1_1708939903.jpg"
"1767042573-146","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin Marans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg"
"1767042573-147","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons couple Mondain","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg"
"1767042573-148","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couples lapereaux","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg"
"1767042573-149","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahor","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg"
"1767042573-150","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Modain","160 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1767042573-151","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau","10 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg"
"1767042573-152","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chaire","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg"
"1767042573-153","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg"
"1767042573-154","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire pigeon  jeune King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg"
"1767042573-155","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg"
"1767042573-156","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg"
"1767042573-157","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg"
"1767042573-158","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513662_uploaded_image2_1703531881.jpeg"
"1767042573-159","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513225_uploaded_image1_1703497424.jpg"
"1767042573-160","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin fauve male","80 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg"
"1767042573-161","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapin","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1767042573-162","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1767042573-163","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapereau","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg"
"1767042573-164","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapin français","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg"
"1767042573-165","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg"
"1767042573-166","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora male","8 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg"
"1767042573-167","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora male","18 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg"
"1767042573-168","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon King Blanc","75 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1767042573-169","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahor","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1767042573-170","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Femelle lapin demi sang + cage","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg"
"1767042573-171","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg"
"1767042573-172","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coqs","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg"
"1767042573-173","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg"
"1767042573-174","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg"
"1767042573-175","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg"
"1767042573-176","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg"
"1767042573-177","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochons d'Inde","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg"
"1767042573-178","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageur de compétition","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1767042573-179","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg"
"1767042573-180","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg"
"1767042573-181","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg"
"1767042573-182","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg"
"1767042573-183","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg"
"1767042573-184","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg"
"1767042573-185","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","26 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg"
"1767042573-186","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg"
"1767042573-187","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg"
"1767042573-188","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg"
"1767042573-189","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Culbutant français","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg"
"1767042573-190","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahman herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg"
"1767042573-191","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg"
"1767042573-192","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons de race","350 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg"
"1767042573-193","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4359251_uploaded_image1_1693583547.jpg"
"1767042573-194","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin   Papillon","90 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg"
"1767042573-195","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337665_uploaded_image1_1692197761.jpg"
"1767042573-196","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337664_uploaded_image2_1692903389.jpeg"
"1767042573-197","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4336471_uploaded_image1_1692120444.jpg"
"1767042573-198","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg"
"1767042573-199","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4324644_uploaded_image1_1691345949.jpg"
"1767042573-200","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins de chair","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4323837_uploaded_image1_1691274033.jpg"
"1767042573-201","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","40 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4312499_uploaded_image1_1690566200.jpg"
"1767042573-202","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4302571_uploaded_image1_1689893299.jpg"
"1767042573-203","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4302356_uploaded_image1_1689878968.jpg"
"1767042573-204","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","15 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg"
"1767042573-205","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg"
"1767042573-206","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahmanes","30 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg"
"1767042573-207","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq hermine","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290479_uploaded_image1_1689101063.jpg"
"1767042573-208","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain Loutre","30 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg"
"1767042573-209","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets  bleu Holland","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg"
"1767042573-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287413_uploaded_image1_1688907084.jpg"
"1767042573-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg"
"1767042573-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Messager","25 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg"
"1767042573-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg"
"1767042573-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulan","15 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg"
"1767042573-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulan","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg"
"1767042573-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg"
"1767042573-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","30 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg"
"1767042573-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Bleu Hollandais","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg"
"1767042573-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins cochin","7 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg"
"1767042573-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapines","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg"
"1767042573-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin californien","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg"
"1767042573-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg"
"1767042573-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahmans","30 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg"
"1767042573-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Mondains","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg"
"1767042573-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapine","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg"
"1767042573-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Gris de Touraine","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg"
"1767042573-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon mondain brun","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg"
"1767042573-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Tambour Allemand","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg"
"1767042573-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg"
"1767042573-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg"
"1767042573-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins de chair - bleu hollandais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg"
"1767042573-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq cochin","45 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg"
"1767042573-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets brahman herminés","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg"
"1767042573-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapins","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg"
"1767042573-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin géant","50 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg"
"1767042573-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins bleue Holland","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg"
"1767042573-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cailleteaux","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg"
"1767042573-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons manteau opale","6 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg"
"1767042573-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","20 000CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg"
"1767042573-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg"
"1767042573-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin metisage","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg"
"1767042573-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Texan","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg"
"1767042573-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Padda de java","20 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg"
"1767042573-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4186084_uploaded_image1_1682139045.jpg"
"1767042573-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulant de poméranie","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg"
"1767042573-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulant de poméranie","13 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg"
"1767042573-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Lahore","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg"
"1767042573-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg"
"1767042573-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule hollandais","8 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg"
"1767042573-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg"
"1767042573-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg"
"1767042573-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs  manteau","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg"
"1767042573-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons frisés milanais","200 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg"
"1767042573-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple pigeon","10 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg"
"1767042573-255","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg"
"1767042573-256","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons paons indiens","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg"
"1767042573-257","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Inde","4 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg"
"1767042573-258","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg"
"1767042573-259","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereau géant fauve","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg"
